listing_id,area_sqm,building_age_years,metro_m,center_km,bedrooms,floor,amenities_1km,renovation_score,has_elevator,sunlight_hours,monthly_rent
B0002191,101.0454,11,1610.4439,1.5661,2,14,12,3,1,4.1396,4090.8653
B0004892,128.3358,14,333.0755,4.6664,4,19,10,4,1,8.051,5508.3593
B0020687,38.4812,5,284.9806,3.4563,1,24,14,4,1,5.0294,3132.1893
B0020413,88.1132,16,3150.0061,18.2855,3,26,4,4,1,5.6349,3472.0388
B0019109,78.7247,29,1217.8726,2.2095,3,9,11,3,0,5.9243,3266.8614
B0011822,103.108,8,3670.305,24.602,3,12,5,3,1,5.3801,3362.5267
B0006761,113.0451,4,475.1341,6.1804,4,21,10,4,1,8.6,5046.3023
B0006034,58.5247,12,2961.5707,19.6438,2,23,5,3,1,5.4813,2462.9758
B0020996,82.2992,30,2300.332,11.7614,2,26,11,1,1,4.7467,2910.0721
B0006958,119.3643,30,2310.0188,10.9121,5,21,8,2,1,6.3338,3968.1733
B0013092,125.4117,24,2625.1894,23.6456,4,12,4,2,0,5.8583,3520.5034
B0015568,150.2689,12,120.0,1.594,5,19,14,4,1,6.6301,6339.9246
B0014036,35.7274,27,3693.6775,5.7453,1,20,6,3,1,5.3727,1571.6728
B0016053,143.7078,29,1027.5802,2.5729,3,14,10,4,1,5.6629,4767.2284
B0021133,115.2888,19,2291.4423,24.2948,4,15,3,3,1,4.5563,3385.2426
B0004194,141.9818,10,910.091,7.4152,4,17,10,3,1,6.5832,5027.9131
B0008859,90.4387,9,120.0,1.7073,2,6,12,2,0,8.6,4446.9529
B0008474,120.5633,11,3359.7455,16.2092,3,14,9,1,1,6.2702,3875.1938
B0005040,113.971,32,1653.7589,9.8632,3,11,12,2,1,7.8144,3765.5917
B0021127,36.2754,6,3236.6197,23.0832,1,21,1,3,1,4.7889,1727.6417
B0007546,99.7915,1,1130.5978,12.6941,3,19,10,4,1,5.6952,4383.9769
B0012934,118.111,8,120.0,2.3064,4,14,13,3,1,5.8713,5456.0209
B0008644,131.8528,5,4022.9734,22.204,4,9,0,3,1,6.7699,3966.0429
B0016080,84.2312,4,2639.4918,23.5427,3,24,3,2,1,6.9402,3248.2487
B0000804,86.4582,24,120.0,5.257,2,10,14,3,0,4.5921,4060.8553
B0011996,72.8881,17,2691.1929,22.0874,2,20,5,3,1,5.862,2714.6049
B0019594,41.7697,4,743.7741,12.6671,1,7,7,3,1,5.8318,2197.6102
B0004201,132.9056,6,934.477,12.0664,4,4,8,4,0,5.7374,4821.8965
B0008889,87.6248,1,542.5627,7.7874,3,5,13,3,1,5.9452,4050.4511
B0021213,69.8492,15,1916.9193,14.3841,2,25,3,1,1,7.1524,2834.0497
B0000574,117.5608,30,3028.5164,16.011,3,4,2,2,0,4.6181,3056.0122
B0004805,138.752,26,4265.8844,22.7471,4,27,0,1,1,5.4402,3924.481
B0003171,143.5374,8,1154.5235,5.3061,5,1,11,3,0,7.0849,5139.2609
B0002406,147.144,18,2821.6743,17.6669,4,1,5,2,1,7.3308,4142.1571
B0000845,131.5718,0,3417.177,23.4654,4,24,4,2,1,4.1956,4136.1303
B0020904,51.8178,25,698.4434,2.5642,2,5,11,1,0,4.9248,2386.8194
B0011015,44.9063,5,2028.7613,17.796,2,22,6,3,1,5.7757,2326.9383
B0008450,122.3745,15,2082.1891,15.3743,3,28,9,2,1,6.7155,4245.0766
B0016575,104.2674,3,1274.2699,10.3216,2,8,11,3,1,5.5091,4097.1013
B0014711,153.53,21,458.5771,5.0499,5,23,11,1,1,8.6,5467.2854
B0018787,130.3867,14,645.0501,5.1641,5,4,7,2,1,6.8291,4657.6703
B0003534,103.0607,13,3216.9808,16.5986,3,24,7,4,1,4.6635,3836.42
B0004551,90.9658,2,540.1446,3.9532,3,22,12,4,1,4.6455,4488.8253
B0022183,116.3617,8,2277.3104,8.0051,3,18,7,3,1,7.1682,4083.0681
B0013260,121.7053,2,4234.6718,20.9092,3,3,2,3,0,6.1524,3589.0495
B0016787,39.8783,30,2006.4794,14.3493,1,5,10,5,1,5.5915,1710.6976
B0019487,139.6635,7,393.5394,4.1649,3,14,13,3,1,7.0716,5681.5929
B0017489,98.6465,11,420.9135,19.1195,3,7,3,2,0,4.3146,3813.2417
B0015920,90.5195,4,2113.055,12.8554,2,24,4,5,1,5.7851,3944.7141
B0020434,86.782,28,1617.4381,2.0317,4,21,10,1,1,6.6596,3662.3073
B0011734,65.5763,30,1835.8822,13.5874,2,24,4,3,1,5.3518,2351.1537
B0006076,60.5503,18,1835.1154,5.843,1,17,12,4,1,6.9562,3153.9824
B0009337,76.3951,31,1342.5205,3.8934,3,2,11,1,0,6.1763,2790.2763
B0008272,124.9674,1,915.2563,11.204,3,12,8,4,1,6.8885,4704.9628
B0003157,39.4006,2,3992.2147,24.5586,2,17,5,5,1,5.5186,2001.8654
B0013557,110.4406,16,3232.0624,20.4108,4,7,5,3,0,5.4036,3537.6504
B0020734,62.4567,29,1756.019,14.4455,2,7,10,2,0,5.2625,2005.7052
B0017475,82.9126,13,2889.6982,22.6846,3,9,0,5,1,4.5698,3157.148
B0000297,118.624,19,3407.092,23.572,4,28,1,1,1,4.4518,3290.167
B0013935,121.9449,1,2254.0487,15.3362,4,6,7,3,1,6.0621,4324.1124
B0018576,38.1046,18,2316.5747,12.4672,1,18,7,5,1,7.3325,2218.5291
B0012234,37.0357,12,120.0,4.2718,1,25,10,2,1,4.5473,2597.3895
B0009271,83.5292,18,3568.2454,17.9504,3,8,3,4,1,3.6866,2921.0467
B0011711,39.4381,2,4057.3359,21.4539,2,24,1,2,1,5.1496,1807.569
B0011029,36.6821,0,856.0963,4.6792,1,4,16,4,1,4.3383,2781.5254
B0008945,134.6088,19,1327.2374,7.8237,4,16,13,1,1,5.2972,4609.6338
B0015933,68.4283,11,3005.2951,19.2308,3,14,1,3,1,5.8973,2715.8168
B0010023,36.6051,26,1311.4598,9.5767,1,24,15,2,1,3.1952,2100.1339
B0008312,71.3269,8,1929.3716,10.0498,2,12,8,2,0,4.8463,2937.4772
B0002073,50.9143,24,382.7467,6.5834,2,28,12,2,1,4.087,2938.7
B0020226,36.9614,15,2362.8445,19.0662,1,5,4,4,1,2.8544,1636.1713
B0004568,82.0036,20,1630.2875,15.4118,2,3,10,2,1,6.5341,3153.8864
B0000374,51.0475,28,2413.3107,16.8258,2,28,6,3,1,4.7228,2085.0412
B0011273,42.8501,7,120.0,3.4229,1,16,12,3,0,5.0526,2829.9658
B0010397,85.1127,1,1135.3443,1.8483,2,9,14,2,1,5.6897,4187.1851
B0005973,76.2128,5,959.1835,19.6421,2,24,9,2,1,5.1084,3489.9079
B0012342,58.1308,12,1718.0364,4.2537,1,7,13,3,0,4.4112,2992.8092
B0017625,59.3969,28,3406.6583,24.6461,2,9,2,2,1,5.0795,1797.3967
B0018267,127.9949,24,1819.9675,6.6676,3,9,12,1,1,3.388,4011.2553
B0002995,125.8327,23,1155.4149,7.5809,3,25,11,1,1,6.2192,4474.6454
B0001345,50.4608,15,1563.6929,6.1441,1,8,5,2,1,3.3932,2293.452
B0012352,75.9221,11,2848.8843,15.2961,1,20,7,3,1,3.6549,3095.5833
B0019035,149.3144,30,1254.3581,4.0812,5,22,15,1,1,6.5777,4710.5536
B0011646,80.4532,0,1055.8413,1.8619,2,21,10,3,1,4.8155,3795.6106
B0012801,38.5627,25,2520.6588,18.6229,2,18,6,2,0,5.8993,1393.2583
B0010880,73.5965,17,963.1508,2.4106,2,27,15,3,1,3.4362,3603.7965
B0016687,59.8771,11,4237.4957,24.5622,2,8,2,4,0,4.0592,2178.3586
B0009656,148.8511,9,501.2079,11.1586,4,4,8,3,0,5.1448,5148.9055
B0009828,130.3415,0,1885.9469,13.4116,4,22,6,4,1,5.6588,4584.7433
B0017362,90.9772,0,120.0,9.9332,4,15,14,5,1,4.7959,4488.6489
B0003199,83.0461,11,357.395,10.7728,3,3,11,5,0,6.2368,4070.0361
B0015012,107.4281,8,3207.571,15.47,4,24,6,3,1,4.4638,3899.4701
B0007528,80.6119,29,1688.9733,24.0761,2,5,3,1,1,4.4283,2280.8665
B0022412,47.2864,9,1811.6082,8.1251,2,2,10,5,1,6.3286,2813.0853
B0014308,115.4406,23,581.7183,4.6017,3,14,14,2,1,6.3448,4476.9779
B0000852,48.2356,23,709.481,7.7033,1,25,7,2,1,5.6215,2424.7473
B0004556,107.5431,24,1767.3007,11.0547,3,10,9,3,0,7.1801,3808.8947
B0004998,114.756,27,1518.2819,6.0454,4,21,9,2,1,3.7945,3910.5556
B0001492,69.5791,1,3255.5292,17.8851,2,19,3,5,1,5.8986,3069.3153
B0011087,85.7102,19,1110.3847,18.6628,3,10,4,4,1,4.6609,3316.5127
B0018900,148.1203,3,1959.9739,8.3127,4,5,13,5,1,5.2306,4845.9585
B0015025,69.7513,6,2344.309,14.6141,3,6,9,4,1,5.1489,3140.5856
B0006213,132.4539,5,120.0,3.6688,4,9,12,3,0,4.8258,5244.276
B0004384,64.7685,23,1140.2137,2.5474,2,26,10,2,1,4.3322,3213.5676
B0014348,146.2402,26,1390.8721,7.9842,5,4,9,1,0,6.3076,4395.668
B0002030,71.4496,10,2457.291,18.9344,2,1,5,2,0,6.0988,2680.3269
B0012018,105.4289,11,973.6712,2.2377,3,11,12,3,1,6.3105,4495.1055
B0007504,68.8501,6,3200.3979,21.0558,2,13,7,2,1,3.0514,2746.0295
B0016856,133.3831,13,2816.5573,19.2957,4,6,5,1,0,6.1801,3897.3275
B0006297,125.8952,19,2238.3809,11.2038,3,23,11,5,1,6.1941,4391.3139
B0006388,91.2692,23,147.136,3.1736,3,5,14,2,1,5.1345,4306.9884
B0009329,148.031,12,1598.6161,2.2694,4,18,14,4,1,7.5376,5459.4372
B0020768,55.2684,10,2692.6416,15.9948,2,2,6,4,1,6.0826,2379.8517
B0018255,35.4338,24,2476.2266,20.7722,1,17,6,2,1,3.2946,1305.999
B0021384,146.0781,20,130.8695,2.0826,4,26,13,4,1,7.4598,6045.9027
B0021965,71.8464,18,1869.4394,16.0663,2,17,5,4,1,6.695,3094.8595
B0005907,80.0088,32,1722.9142,8.6708,2,20,8,2,1,5.6849,2984.0645
B0015657,125.7104,23,1879.0782,15.1487,3,26,9,2,1,4.9483,4049.6808
B0011923,35.1958,17,379.9575,5.262,1,11,13,2,1,5.0317,2331.4104
B0022284,82.6583,18,1686.7847,18.0138,3,24,10,2,1,4.8789,3295.0263
B0022479,120.514,6,120.0,1.9835,4,2,13,4,0,6.0948,5407.2059
B0003793,76.5197,30,1145.3276,14.566,2,15,5,2,0,4.7412,2425.3013
B0005289,49.5358,20,2812.1122,18.9617,1,8,5,3,0,5.1977,1860.799
B0019550,104.0205,9,725.6177,5.3023,4,8,10,4,1,4.7644,4537.0615
B0001041,65.2659,4,692.1113,14.4896,3,15,8,4,1,4.2651,3214.281
B0019047,103.2721,10,2396.845,14.5003,4,9,11,1,1,4.2379,3851.6259
B0004696,65.8247,14,3381.9582,17.9191,1,5,9,3,1,5.3986,2745.4629
B0001916,130.2418,7,1815.2477,12.0947,4,5,7,3,1,7.9672,4302.1643
B0001500,67.9621,13,120.0,4.9495,2,8,11,3,0,6.8724,3583.1583
B0014984,140.2696,9,120.0,2.3569,5,1,10,5,1,6.5294,5792.0544
B0015623,61.1874,19,3597.4114,23.9579,2,24,3,2,1,5.3218,2339.0386
B0005132,131.232,11,1297.2113,9.5892,4,20,7,4,1,6.108,4511.2732
B0014110,92.1669,3,3747.5309,24.1573,3,22,0,2,1,3.9297,3343.774
B0015767,113.4031,5,4667.3706,24.0471,3,18,4,4,1,3.8078,3720.71
B0018237,99.4789,4,120.0,2.9488,3,16,16,3,1,5.6024,4652.6349
B0007158,126.5528,1,3978.6429,24.9812,4,10,0,3,1,4.747,3704.162
B0021028,116.8466,11,4327.0579,16.7281,3,6,9,3,0,5.5237,3857.688
B0012389,77.6985,30,1853.9139,24.1883,2,8,3,2,0,5.3793,2300.3503
B0008355,148.2696,17,3781.5639,19.5932,4,13,6,2,1,7.364,4165.5119
B0013615,144.0464,28,1167.2035,8.314,4,10,9,2,0,4.9594,4434.6203
B0016541,71.0052,30,1097.6453,2.8033,2,24,16,2,1,6.4713,3478.3013
B0016309,46.0611,12,1187.5034,5.4281,1,20,10,1,1,7.095,2676.6265
B0007233,43.758,29,120.0,3.6315,2,28,11,2,1,3.5701,2693.4335
B0006775,133.5466,25,1897.5541,15.9404,4,4,4,4,0,7.1009,3851.7686
B0007858,95.4823,26,1117.8141,2.8167,3,15,12,1,1,4.9877,3859.4478
B0007844,128.2509,19,1975.5173,5.9091,3,7,10,4,1,7.557,4458.4247
B0011585,89.7594,9,1152.8492,13.5435,2,12,8,2,1,3.4788,3514.7066
B0020394,144.3208,16,2631.0296,18.4301,5,24,6,3,1,4.7452,4428.6245
B0009399,53.4799,32,120.0,5.6924,1,11,12,1,1,3.6936,2553.6389
B0013855,80.2818,0,1685.2829,16.1372,2,24,10,4,1,4.3151,3804.2759
B0010969,101.0113,10,970.3148,5.3403,4,20,12,4,1,4.6774,4539.0006
B0020524,37.493,3,1601.9469,16.8424,2,18,7,5,1,3.8923,2366.9514
B0015875,142.7175,14,387.9958,5.9355,5,4,12,3,1,7.2413,5497.6907
B0008821,48.8714,17,1400.3501,4.4009,2,17,11,4,1,5.7398,2853.4702
B0006271,49.6093,4,2289.888,17.3316,1,26,3,3,1,5.3602,2483.522
B0003156,92.7952,21,120.0,10.3201,3,22,13,2,1,6.0039,4204.2721
B0015526,106.927,16,4503.0493,17.78,3,11,3,2,0,7.0322,3263.2582
B0001424,91.4671,28,120.0,2.1459,2,8,16,2,1,5.6155,4150.7918
B0002333,115.4006,28,1141.1838,3.2577,4,5,14,4,0,5.4796,4300.6884
B0019423,144.956,1,485.882,6.3158,5,15,11,1,1,5.5491,5577.4272
B0020799,66.0564,28,2043.3329,11.894,3,7,8,2,0,4.8685,2314.4107
B0019814,64.151,16,120.0,8.3648,2,4,13,3,1,5.4696,3488.9873
B0007658,142.154,17,1349.2521,14.6142,4,4,9,3,0,6.929,4527.4445
B0006328,154.0739,21,3385.7685,20.8716,5,12,3,3,1,4.6204,4337.0363
B0019213,80.5584,32,3276.8737,15.1205,4,19,4,3,1,5.5584,2715.508
B0020396,57.7709,25,1929.7988,6.9446,1,18,11,1,1,4.2582,2312.3889
B0000736,148.6613,5,120.0,2.7051,4,4,11,2,1,7.4512,5847.9557
B0004028,123.0894,32,2825.8761,7.7192,3,27,8,2,1,8.1448,3862.812
B0021372,91.6505,30,2738.7371,7.8529,2,23,10,2,1,6.729,3219.2423
B0016607,78.3003,8,1179.9816,10.8858,2,20,7,2,1,6.5016,3460.7734
B0022226,101.6811,4,3401.0477,19.417,3,23,3,5,1,6.7916,3937.088
B0022250,135.8683,31,1111.07,8.1339,5,27,7,1,1,7.2426,4578.8728
B0018072,99.9439,31,2706.2586,23.0419,3,23,3,1,1,4.6409,2977.07
B0005663,124.6907,23,4199.7317,12.9325,5,27,4,1,1,6.7729,3875.3233
B0009201,37.3849,0,3587.0669,24.1596,1,27,3,4,1,4.1218,1848.6608
B0015922,53.8214,22,2528.7088,13.6153,2,4,7,3,0,5.8198,2232.9262
B0018472,63.1231,8,404.7062,7.5677,2,19,12,5,1,5.8171,3795.9067
B0010654,104.7858,13,3271.4312,20.9423,3,25,2,2,1,4.7699,3620.1912
B0001038,122.7041,30,2670.0646,14.3305,4,9,11,1,0,5.8433,3481.5942
B0005296,101.7674,15,1181.6386,10.9832,3,8,8,2,0,6.215,3685.4617
B0021313,89.732,28,1537.7194,10.7827,2,23,11,3,1,7.6698,3625.1905
B0011791,143.5916,23,2492.0313,11.3733,4,23,8,1,1,6.5916,4531.1176
B0008588,107.3559,19,2924.2762,16.5359,3,7,6,3,0,5.8258,3414.812
B0009164,78.4697,8,1878.6315,8.9442,2,22,11,4,1,5.7239,3829.37
B0019847,118.4334,21,828.9454,2.1619,3,7,15,3,1,5.2383,4524.5121
B0016697,138.5512,15,120.9022,12.0594,3,25,8,3,1,7.1743,5384.0115
B0014943,150.5629,16,1014.0177,4.1553,5,23,11,3,1,4.5915,5128.2076
B0008316,119.5497,8,2383.6855,19.8822,3,10,8,4,0,4.9214,4021.6192
B0020572,126.4244,23,891.0687,10.2637,4,12,10,3,1,5.8579,4420.491
B0005995,153.909,10,1191.107,6.9394,5,23,12,3,1,5.9928,5576.326
B0002730,136.9572,14,3142.7721,24.8474,4,23,4,2,1,6.1227,3864.0929
B0021452,88.9782,19,1354.925,15.9884,2,9,8,2,0,3.2497,3049.8386
B0021257,93.9349,18,3510.8193,13.3455,3,2,10,3,0,6.2855,3556.6455
B0011467,153.2465,20,2711.9086,23.0194,5,9,3,4,0,6.1206,4346.7761
B0018395,60.7165,3,2317.3905,21.0375,1,18,4,4,1,3.7215,2537.0127
B0015604,51.406,16,3186.7026,18.4412,1,15,6,2,0,4.1063,1828.6851
B0017594,99.436,12,2872.3948,16.4811,3,23,6,2,1,5.6584,3795.5521
B0019792,65.2531,1,731.7719,7.7802,2,8,13,5,0,5.5686,3481.7452
B0007218,142.4276,14,2358.2071,8.6112,4,24,9,3,1,5.4716,4834.0141
B0002641,117.9354,4,2972.4608,12.6541,2,17,7,3,1,8.0091,4239.4627
B0012053,100.7077,7,2654.7504,14.8646,3,14,8,3,1,7.6465,3830.5928
B0010755,122.1236,23,3354.1911,24.3693,5,11,0,3,1,3.5626,3457.5669
B0010510,154.6247,7,120.0,4.532,4,19,11,4,1,6.7224,6311.5811
B0019682,63.3308,23,1175.957,14.9372,1,9,11,3,1,5.3672,2713.1876
B0019167,135.8887,23,733.741,10.821,4,19,9,3,1,5.7422,4660.5663
B0005323,128.6973,5,1681.0146,8.469,4,11,12,3,0,7.4005,4572.3654
B0014956,96.4864,27,3220.8913,19.0089,3,8,5,1,1,6.3942,3093.7344
B0004135,149.5784,2,2975.2249,15.243,4,26,9,4,1,7.117,4923.4406
B0010620,45.7449,15,1273.7246,10.668,2,5,6,4,0,4.2413,2339.2558
B0013003,113.5623,13,1369.4205,19.3398,4,23,10,2,1,5.6846,4268.4361
B0021447,69.2604,31,1868.5002,3.8007,3,18,9,1,1,4.3046,2914.0742
B0015552,134.3156,30,1131.9544,12.3408,4,15,13,1,1,5.6419,4113.5636
B0005934,142.8971,22,2758.9676,13.4329,4,1,10,3,1,7.502,4335.1447
B0002401,118.1245,32,3111.8894,23.1131,4,26,1,1,1,4.9057,3040.3135
B0008756,94.7467,29,1842.7618,13.5757,3,10,5,2,1,5.0841,3014.3379
B0011108,44.7184,17,3039.3754,17.4893,1,14,5,2,1,5.9987,1884.3176
B0019945,58.7238,17,120.0,2.2554,2,13,13,2,1,8.0067,3602.8037
B0000924,149.2434,1,3967.7623,18.5373,4,2,5,3,1,4.8929,4255.412
B0005808,125.0838,0,1084.7182,3.4925,4,21,11,4,1,5.9532,4990.5416
B0004664,154.7493,4,120.0,7.8911,5,15,9,3,1,7.0342,5858.1584
B0003576,48.2793,9,560.0255,11.3291,1,13,15,3,1,3.9246,2467.1713
B0008711,143.0599,12,715.1414,10.1713,5,22,10,2,1,5.6415,5400.1248
B0011617,120.6746,29,1726.3462,7.4166,4,1,9,2,0,5.3384,3737.749
B0012834,139.5904,30,1577.7288,22.0234,4,12,6,3,1,5.1426,3896.1365
B0018177,53.0876,8,483.4782,5.2952,2,27,12,3,1,5.1557,3344.8124
B0008877,145.7082,0,1993.427,3.5369,4,9,15,4,1,6.0965,5502.8371
B0017473,130.4739,31,1587.9238,4.3736,3,2,12,3,0,5.3019,4049.6238
B0012726,53.2588,21,1071.2308,10.9766,1,13,8,3,1,5.2129,2397.5781
B0003670,148.1003,23,2964.8184,20.9734,5,14,3,3,1,5.3778,4349.0195
B0002457,112.9067,21,3006.768,16.4502,4,15,4,2,1,8.189,3460.5685
B0015577,38.6602,7,1697.5253,24.6012,1,10,6,3,1,4.0259,1751.7667
B0013212,52.501,8,2602.1028,13.7694,1,9,5,2,1,5.1341,2141.9877
B0001480,118.078,7,120.0,3.2993,4,1,12,3,1,6.5564,5125.3234
B0022282,114.7929,25,1386.5717,2.4547,4,12,12,2,1,4.6064,4221.7099
B0012020,69.0491,27,3950.5119,21.1156,1,10,3,2,1,5.4154,1982.4256
B0015297,102.9746,27,1004.1303,4.1591,4,18,12,3,1,6.2206,4108.8866
B0018474,120.9159,9,1152.9058,13.1622,3,22,8,3,1,6.5078,4426.3688
B0016501,96.9401,0,120.0,10.233,1,28,11,4,1,5.8735,4740.4614
B0009642,55.0158,3,885.2477,3.9024,1,16,15,2,1,4.3753,3183.795
B0011177,108.7672,9,2099.8798,19.5478,4,22,7,3,1,6.1225,3938.8478
B0005352,113.6227,10,2009.5606,10.0598,4,7,11,4,1,5.7998,4519.8267
B0015224,41.5318,14,488.593,22.5561,1,14,7,4,1,2.8855,2057.3951
B0008061,41.2965,29,3435.5568,20.6006,1,18,6,2,1,3.6076,1361.7015
B0009675,71.0064,30,1517.2315,20.717,2,22,4,2,1,5.2077,2392.8618
B0004732,100.636,11,1626.389,11.4111,3,8,7,2,0,6.8364,3795.1516
B0005458,87.0483,24,1584.3449,12.0667,2,3,7,1,0,7.5507,3156.4184
B0001739,116.0166,1,828.5284,12.3547,3,26,11,3,1,5.4614,4865.7542
B0003166,80.7846,28,2586.3138,16.9143,2,12,1,2,1,4.6287,2476.6903
B0019871,65.9074,11,2140.2946,9.9222,2,9,9,3,1,4.7874,3200.3825
B0019170,135.0849,4,1459.6476,16.4997,4,25,11,3,1,5.334,4979.2508
B0002220,37.5264,14,869.1902,3.0315,1,11,14,3,0,5.1788,2334.5356
B0018445,67.0948,30,1447.5292,9.1696,1,18,8,3,1,6.841,2674.8841
B0007432,50.5883,2,2119.9371,21.3054,2,4,6,5,1,6.668,2514.5982
B0000371,80.2118,21,2865.8373,13.5458,2,25,8,1,1,6.3125,3121.0784
B0001445,154.1871,26,2215.5167,20.6879,4,26,5,2,1,6.3556,4118.5446
B0009644,97.3419,1,2420.6058,14.6632,2,8,6,3,1,7.5945,3752.4372
B0002280,59.2847,11,1337.9359,7.4108,2,6,11,4,0,5.7349,3028.8991
B0005096,57.1361,30,1254.2773,5.7535,2,24,11,2,1,4.9682,2936.6689
B0015951,87.6122,25,883.0744,8.628,3,14,11,2,1,5.5868,3795.1164
B0007343,139.9557,10,3040.2749,15.2051,4,8,8,1,1,5.4307,4363.7733
B0007772,98.5396,18,2528.8964,8.0768,3,4,11,1,1,5.0898,3601.7119
B0021225,73.9467,10,1859.6319,12.1377,2,5,7,4,0,5.8146,2909.9052
B0006852,68.2794,1,2332.5304,15.2665,1,7,4,2,1,5.4518,2820.8957
B0017703,126.9268,15,3475.5572,17.5513,4,3,5,2,0,6.9244,3865.6537
B0021487,126.8784,17,1289.1521,14.0085,5,3,7,3,0,4.7595,4181.0883
B0005761,145.6419,10,3752.5915,19.0574,4,19,3,2,1,5.1372,4036.6714
B0002539,128.9028,0,389.2889,6.3917,4,7,13,2,1,5.442,4933.8693
B0010041,77.7141,12,1194.9301,14.1447,3,19,6,3,1,4.3678,3127.7503
B0002031,110.4786,30,3204.5226,20.788,3,10,1,3,1,6.9993,3037.7659
B0008572,141.018,6,1029.0765,4.3806,4,6,12,3,1,5.284,5069.7778
B0014924,143.217,26,1855.8149,17.436,4,12,5,3,1,3.8072,3968.8042
B0001134,125.7608,28,2410.4857,5.8428,3,7,14,3,0,6.429,4171.1912
B0019815,145.3362,10,3939.4549,18.964,5,9,3,2,0,6.8859,4038.9298
B0006643,154.7135,12,4900.0,19.2595,5,21,6,4,1,6.6891,4736.4914
B0017550,96.1179,16,120.0,5.4267,3,5,11,3,0,4.2438,4361.5771
B0014129,109.4961,29,2158.7413,7.8576,3,5,10,3,0,8.2829,3770.0975
B0014699,73.2959,24,2506.899,19.0387,2,13,6,4,1,5.4665,2823.4938
B0007177,59.2068,30,2259.3834,17.4989,2,5,4,4,1,3.0722,1791.5934
B0017047,74.8444,15,2346.4439,19.0254,3,23,1,4,0,5.8205,2583.3892
B0016897,130.1788,9,3414.3816,21.597,3,13,4,4,1,5.5964,3963.1104
B0014814,128.1098,27,1869.09,13.1905,3,26,8,2,1,7.1883,3906.7111
B0006371,83.2199,1,3158.6935,14.3464,2,16,5,4,1,7.6555,3559.5978
B0011976,53.6167,2,3613.4249,23.3176,2,5,3,3,1,6.4599,2152.8428
B0007275,146.1049,28,1466.7047,12.9341,4,22,7,3,1,7.656,4432.4503
B0011895,85.3189,13,4352.574,24.3622,2,3,3,3,0,3.8036,2807.409
B0002772,51.3243,13,2501.5666,11.7321,3,23,7,3,1,4.1774,2563.4746
B0009367,90.0569,10,1777.1478,17.8966,2,13,4,3,1,6.1796,3335.1372
B0007385,95.8273,14,4739.9212,24.8784,3,12,0,4,1,5.1337,3181.1124
B0004776,141.5284,31,2932.2983,13.7181,5,5,8,3,0,6.8643,4018.4779
B0002643,153.5348,20,1066.7197,12.4734,5,15,11,3,1,3.983,4858.5085
B0004646,79.6259,8,1566.8995,5.9738,1,16,9,3,1,5.0754,3592.8628
B0002229,108.6586,1,1578.6745,8.5314,5,12,9,3,1,5.6007,4314.803
B0010346,99.1701,11,170.7267,8.0683,3,10,13,1,1,6.3223,4367.7647
B0014782,57.0024,18,120.0,5.4848,2,14,13,4,1,5.568,3536.7715
B0022003,39.8701,6,2130.1101,21.7029,1,11,2,5,1,4.8483,2156.7477
B0002524,122.1342,21,2497.0902,12.1625,2,19,7,3,1,8.586,3895.5116
B0007610,117.5789,12,1767.4378,6.2986,4,3,11,4,1,5.8921,4502.7402
B0016458,112.7586,3,3010.074,18.1022,4,10,3,5,1,5.1462,4012.4016
B0022194,112.4978,31,120.0,4.2452,3,3,9,2,1,5.9674,4242.6377
B0020154,104.9405,20,2274.2346,6.558,3,3,9,4,0,6.9507,3843.3412
B0004832,63.8436,24,1700.3854,7.0029,2,11,12,3,0,6.6097,2857.9479
B0003316,131.5766,13,180.3231,6.7538,4,25,10,3,1,5.8055,5460.551
B0009298,104.0112,18,1290.4656,16.9158,4,15,7,3,1,7.3976,3855.3762
B0015700,125.348,10,2462.8575,17.3303,5,22,8,2,1,6.6559,4090.055
B0008679,126.7087,5,3915.6182,21.0913,4,9,3,4,1,6.9359,4103.5636
B0009871,145.4579,26,424.789,6.4311,5,22,10,1,1,5.565,5095.3067
B0003803,45.0359,19,922.1007,16.9271,1,28,6,5,1,5.6947,2294.1483
B0004764,109.2327,1,652.7633,2.0904,3,22,11,4,1,5.8376,4904.0628
B0018545,60.5815,29,2514.4244,8.1758,2,8,7,2,0,5.3891,2116.8446
B0007414,53.6999,26,120.0,1.6172,1,14,12,3,1,5.1021,3149.0388
B0019344,110.2654,3,120.0,2.4562,3,2,9,2,1,5.9232,4926.6659
B0002079,81.7615,17,120.0,6.7182,2,20,10,3,1,5.231,4310.9209
B0012628,49.448,16,1799.8267,13.3202,1,26,7,3,1,5.2398,2568.4212
B0019795,68.2259,27,2921.9967,13.2402,2,25,8,2,1,4.7585,2493.9125
B0020798,54.3634,29,1431.9911,5.0306,2,25,11,2,1,4.16,2554.4673
B0006923,144.775,24,2627.677,23.9305,4,18,3,3,1,5.0974,3950.1806
B0000464,87.8485,7,2474.7995,11.352,2,4,12,3,0,5.4357,3575.2057
B0010581,149.3991,4,365.1108,4.1841,4,28,13,4,1,6.8178,6098.6381
B0015666,129.4025,7,1713.6256,17.5703,4,6,8,2,0,5.1453,4347.0582
B0017785,45.0482,21,1886.8687,9.322,1,10,11,3,0,3.7676,2163.0618
B0016325,71.5371,20,1750.2493,17.789,2,13,4,3,1,5.1917,2629.4829
B0016950,86.4151,0,831.7989,1.6153,4,28,12,2,1,5.7903,4341.7459
