listing_id,area_sqm,building_age_years,metro_m,center_km,bedrooms,floor,amenities_1km,renovation_score,has_elevator,sunlight_hours,monthly_rent,PC1,PC2,PC3,UMAP1,UMAP2
B0002917,118.2123,32,3641.2232,15.1566,5,1,5,3,0,5.6909,3331.406,1.0244061302563638,1.998354089824538,-2.5627679763147744,12.040127,5.5701747
B0017057,81.2836,11,2800.416,15.0656,2,8,7,3,1,4.4163,3164.6644,1.0500035806115715,-0.9295700874614702,0.14957654024245626,-2.0753715,2.8742664
B0003475,118.6984,2,2133.3093,21.7058,4,27,3,2,1,6.0275,3821.2872,1.2052474235057238,1.4782325856131904,1.7186947439870033,1.1188177,4.354146
B0016381,38.9601,13,1538.4191,5.468,1,8,10,2,1,4.2697,2421.9668,-0.4513416107199403,-2.8072840160918484,-0.2055061390705906,-4.0419464,5.0201793
B0006531,64.5682,10,1444.8974,7.3812,1,19,9,3,1,5.5232,3051.0538,-0.5541420886473778,-1.8785653395339976,1.0029400783821736,-3.4995623,5.396485
B0012839,81.0356,12,3784.1171,20.2345,3,23,4,3,1,3.3923,2938.8878,2.4831673776198198,-0.4011150743653784,1.2563350388555015,0.29131404,2.348546
B0004869,101.6896,20,599.1983,6.9939,3,16,11,3,1,7.63,4273.504,-2.053242847027103,0.33466963146824585,0.48712620437495924,-2.1027977,8.179487
B0014543,114.619,8,1221.9875,9.0258,3,4,12,4,0,6.147,4325.2039,-1.5433460098069045,0.2804374922606189,-1.2988707947125209,14.216573,6.5320725
B0021465,44.913,2,3693.6354,10.8475,1,7,10,3,1,5.2042,2319.1107,0.7799389321532468,-1.9938716281193811,0.36433192247837315,-2.4415998,3.393045
B0002646,107.4167,24,3237.5924,14.8997,3,26,5,2,1,7.4303,3576.5675,0.7667438895444146,1.095759861171715,0.8876790276657741,-0.008151242,4.9942665
B0015924,35.6697,4,120.0,13.3022,1,20,10,2,1,5.1419,2468.2486,-0.6248764593788678,-2.6362612769729683,1.032085889887999,-3.9285824,5.4286966
B0000568,100.7856,19,1525.1138,17.5689,3,25,4,5,1,5.3188,3896.0634,0.7135978297133966,0.2638245910042774,1.6754276951566216,-0.4776871,4.4795575
B0003416,42.3419,6,1300.5572,9.8364,1,26,10,2,1,6.1114,2464.7471,-0.5691565906286742,-2.1540605608385777,1.4311975672581745,-3.5441608,5.5243864
B0019919,52.3077,7,3365.3298,16.9835,1,9,7,2,1,5.1571,2143.0431,1.575291700725028,-1.6727043463112994,0.11683407201202452,-2.4220686,2.6064022
B0001960,126.5353,8,2866.9413,23.3675,4,1,0,4,0,4.5429,3850.353,2.3364748646164526,1.5753741488283688,-1.5047372543150452,12.530971,4.4902945
B0003310,140.6811,29,120.0,5.5994,5,19,11,2,1,6.6223,5208.3991,-2.554691956028845,1.6774310738357205,0.17834132302684774,-1.7136285,9.18127
B0010826,97.8977,13,1722.4616,14.1781,2,24,6,3,1,4.5331,3640.2341,0.5314105440436235,-0.7427573292356502,1.2992853072674462,-1.6737725,4.386457
B0020562,125.3742,8,2634.1813,20.7737,4,4,5,3,0,6.3305,4012.6535,0.953173067636475,1.7825989171096646,-1.5014240202568119,12.553897,5.238332
B0022199,81.9996,1,1363.6488,2.4334,2,14,11,4,1,5.4834,4062.1103,-1.497492011149589,-1.2162707465208016,1.1774816136142117,-2.4559138,6.363972
B0008646,112.667,7,3209.6983,18.5508,4,15,4,2,1,4.9945,3442.0534,1.5278527362171268,1.1014529144172325,0.6181954524961767,0.91740465,3.7760465
B0002512,77.3411,29,2334.831,12.691,2,16,9,2,1,4.9163,2907.8865,0.2941243777545425,-1.0787901486932114,-0.1018949955254735,-3.6758134,4.016483
B0001158,39.5091,8,812.3694,1.6463,1,3,13,4,0,6.2868,2700.1231,-1.9932624355149675,-2.375063317670328,-1.4309259535348726,15.608358,6.1076117
B0011911,150.0673,5,2575.6113,18.8296,5,14,7,3,1,6.5335,4698.21,0.2298840989888098,2.6234429724167447,0.8927594573057892,1.9206514,5.9233317
B0000920,72.5086,4,2955.365,21.7963,3,19,6,3,1,5.7784,3200.8626,1.4930028651315117,0.04119879338615216,1.2555317167567828,0.028473021,3.1787677
B0007272,73.089,4,1841.5097,12.8916,2,22,7,2,1,3.8091,3211.5997,0.5863655072901397,-1.5043963557953999,1.1924360938490925,-2.5833297,3.9761946
B0003763,84.1915,11,255.5972,8.6278,3,6,9,3,0,7.1638,4111.0709,-1.6428482729187632,0.008936340493553404,-1.4914322695188156,14.762473,6.661907
B0013020,36.71,19,1660.2419,4.7171,1,4,11,2,1,5.0846,1982.6558,-0.7488361280451534,-2.623897444497967,-0.7055119893435257,-4.487656,5.2756286
B0015011,120.4678,12,1197.3133,11.0625,4,13,10,3,1,4.8563,4322.7494,-0.942087527517793,0.5542406674116902,0.5189599579970092,-0.3365715,7.232122
B0006081,89.3241,31,1383.8775,16.5985,3,7,4,2,1,6.3882,2781.2931,0.4565057610850277,0.3390395539980908,-0.8145397571413072,-0.81038785,4.578942
B0011279,63.6197,19,120.0,4.1988,1,17,12,4,1,5.02,3674.378,-1.7909296642058592,-2.3887499334647555,0.7676521805727671,-3.9205055,6.0395875
B0010429,49.4419,4,2336.5927,24.6005,1,15,4,3,1,3.1023,2006.1079,2.560054916677596,-2.19686621798604,0.8975391416060924,-1.9724599,1.8183018
B0008631,118.7511,26,4220.2577,22.4097,3,11,2,2,0,5.2493,3156.6275,2.6574163513528113,1.1256528906765493,-1.8447955516468317,12.548907,4.0102816
B0007807,151.7274,1,1669.5962,12.0166,4,21,13,4,1,5.1929,5300.9568,-1.2976923697843228,1.183507766449899,1.761878630991483,0.13920541,7.4686904
B0012561,144.0953,28,1865.0661,15.8144,5,19,6,3,1,6.1661,4199.1529,-0.09157879150566992,2.280556448875909,0.4707729749983916,0.47140536,6.095847
B0003449,97.3861,27,1469.5117,4.4726,3,28,11,4,1,6.0259,4122.0006,-1.5279030717657582,-0.20295302334103738,1.372029094656433,-2.2280214,7.1420126
B0006603,76.6524,25,1889.8035,8.7874,2,21,11,3,1,3.8874,3120.6283,-0.34803207990395274,-1.6369485697787456,0.6326751951707374,-3.7734392,5.244227
B0001221,62.1595,8,217.3658,7.3488,1,26,8,3,1,5.7262,3544.2186,-1.0165715123234373,-1.992481347424937,1.6015612367637642,-3.6636708,5.542879
B0020457,48.3561,13,330.4526,4.8789,2,2,13,4,1,5.0125,3240.4077,-1.8367154943041213,-2.107180611572245,-0.16287294553226908,-2.8956969,6.1867695
B0022120,82.8693,13,3186.2819,19.1596,2,23,5,4,1,5.8966,3064.6934,1.5639848867942776,-0.2306635484760456,1.487619682256396,-0.92471236,3.1967514
B0013570,143.9478,25,1154.8758,6.7671,4,24,11,4,1,5.4786,4925.3268,-1.6859643535586506,1.0354109538781708,1.1594016273804308,-1.0370221,8.553539
B0021000,62.0499,10,2754.4162,14.9568,2,17,6,1,1,2.8858,2611.2846,1.579753399940249,-1.7983881292021078,0.3556057679689096,-2.9979105,2.6847944
B0019587,129.3268,4,1868.1325,8.9575,4,18,12,4,1,6.3828,4806.698,-1.4487272039551033,1.1516411701563254,1.4342115711892967,0.542016,7.858432
B0015549,87.4883,9,1822.0727,16.1668,3,11,9,2,1,6.6162,3566.614,-0.15858811273274523,0.1867209064339971,0.24225973600629935,-1.0987606,5.5544825
B0014548,96.439,16,2789.0301,19.9821,3,25,7,4,1,7.5514,3725.3936,0.668626808360068,0.9444876348742645,1.5706589749207618,0.4263285,5.0590234
B0015360,43.4376,18,516.2875,13.1558,1,26,6,3,1,5.3128,2482.3076,0.06823486233273485,-2.2102956243472236,1.2562454961138192,-3.5645115,4.549901
B0021808,37.3371,16,2393.6511,10.4541,1,13,10,3,1,3.1273,2231.7315,0.584582439148451,-2.967191013117229,0.30510311842181365,-3.5428872,4.608654
B0019926,55.4598,30,120.0,4.0805,1,6,13,2,1,5.6402,2711.2816,-1.9972399547190614,-2.3978203239666223,-0.9201619577070073,-4.7642326,6.370766
B0005644,52.3164,7,120.0,8.8292,2,12,8,3,0,5.1388,3096.4716,-0.9081586908229389,-1.7302527083063985,-0.946653003578885,15.454621,5.783457
B0010078,154.6704,29,2277.8012,22.7983,4,6,2,3,1,7.7684,4104.9403,1.0180327384278178,2.866206589620586,-0.515341393489513,1.2937682,4.90939
B0003865,91.4488,0,856.2914,7.4892,3,8,11,4,1,4.3455,4433.5135,-1.2460378813540287,-0.8050033049665498,0.759137066905497,-1.6344924,6.3896904
B0012208,67.3764,23,1872.7195,22.1105,2,9,5,3,0,5.9243,2144.9652,1.2597214283306197,-0.5445681558021634,-1.6788581976574974,14.190162,4.3221517
B0011853,35.2505,32,2221.0966,14.2542,1,17,10,1,1,7.5922,1706.6033,0.008189904071553766,-1.5910777070657476,-0.3562838377439674,-4.0516734,4.3144755
B0010410,41.8827,7,3252.6078,22.803,1,21,3,2,1,5.4864,1834.5372,2.5782728368417547,-1.5087929829522346,1.0371224807679618,-1.5255207,2.0483568
B0007856,133.9,11,1307.1099,10.6141,4,16,12,5,1,6.3658,4947.1567,-1.6022937892650946,1.2274990590430435,1.286943973089561,0.54087305,8.186983
B0017188,44.7936,26,2393.1056,23.9181,2,25,2,2,1,3.6355,1362.897,2.6694876898869966,-1.5500718668375837,0.6728457213689868,-3.1565409,1.9990054
B0011910,52.3743,1,2212.6448,7.7112,1,20,11,4,1,4.2802,3042.9273,-0.18831182883316377,-2.460156307884403,1.6069567764144885,-2.925378,5.1099977
B0006049,151.3903,28,2221.1195,11.6558,5,13,8,3,1,4.0801,4445.3536,-0.1910696402841519,1.6451280859411264,-0.015760163669646016,0.11125327,6.2304354
B0005990,36.1257,10,120.0,1.7011,1,25,14,5,1,3.4869,2962.9425,-1.8985940207535645,-3.523295615636995,1.8856732605708943,-3.707575,6.1710134
B0004363,88.7628,10,1639.6627,11.7588,2,3,12,3,0,5.126,3766.492,-0.6860613048511309,-0.9488449639649038,-1.710097399978981,14.686316,6.0354595
B0004310,66.3406,17,3826.5673,24.2823,2,25,0,4,1,5.1428,2608.3103,3.24508444972164,-0.3668137298758342,1.4966749127528634,-0.91590035,1.9385409
B0015785,116.5304,21,2352.2555,5.2463,4,3,11,3,1,6.2672,4227.5355,-1.283729541104625,0.9282575056355002,-0.5371432411947292,-0.39491573,7.8060136
B0021753,90.9553,20,4278.7296,21.5157,2,4,5,2,1,5.2914,2748.1794,2.388106594962414,-0.06719983453476905,-0.6724879225457772,-1.7396399,2.1289978
B0008826,36.5869,28,2261.8003,9.5463,1,16,7,1,1,5.1141,1523.7808,0.5470748469611162,-2.3131662618091022,-0.33398198887497554,-4.2316027,3.6252859
B0016356,65.2176,11,2176.6949,17.3181,2,9,2,4,1,6.3472,2657.1752,1.3524740278398262,-0.41705016561190517,0.48989627359520477,-1.0660543,3.2590153
B0020254,150.3019,13,2742.1442,20.7034,5,20,7,4,1,7.0271,4614.2802,0.36081941532386935,2.8535268967068164,1.32444199451675,2.023402,6.0259633
B0020209,142.9705,26,3381.8402,24.8432,3,26,1,2,1,7.0676,3726.5837,2.172073522419414,2.051366501404614,0.8474361027224414,0.9632188,4.18212
B0007139,92.2974,24,2494.3388,12.3577,3,5,8,1,1,7.1929,3027.5166,-0.11892278487980322,0.5007366217008823,-0.9613639482472274,-1.3068303,6.282941
B0007987,136.0226,14,1781.6572,5.4768,4,19,8,3,1,7.9247,4785.2155,-1.496199448965106,1.8211384635651657,0.9465026948053398,-0.11992337,7.9090705
B0013304,77.3812,29,1085.518,9.5104,3,5,11,1,0,5.7387,2730.8353,-1.1186575172290845,-0.5566362621680717,-2.6852122722389713,15.128159,7.225608
B0008023,112.4474,3,1726.8347,5.382,3,27,10,3,1,6.2723,4540.9714,-1.2997731606058698,0.21828747691129105,1.8895048478975975,-1.3371613,7.312413
B0022198,52.5132,9,1907.7277,5.2697,1,12,10,2,0,4.2923,2656.3308,-0.3650552420243021,-2.4800868532796003,-1.2766517351354,15.677233,5.353161
B0000174,140.4261,23,943.554,9.083,4,20,12,2,1,6.3433,5137.3995,-1.863653788091567,1.1907812322524964,0.45603364546160224,-1.7324796,8.753741
B0021682,122.476,16,120.0,5.1497,4,7,13,3,0,5.4237,4965.9484,-2.508576711573409,0.4323398951231415,-1.5950601962394837,14.112216,7.484327
B0006429,45.7397,12,547.6842,11.172,1,12,9,3,0,5.2089,2479.0578,-0.5313413602132443,-2.291823522131361,-1.12207329443416,15.579141,5.6350574
B0017616,53.3114,13,1098.0764,4.5601,2,15,14,4,1,4.849,3225.1013,-1.6308847460458442,-2.0566194293008504,0.8229534875871616,-3.5474517,6.155332
B0012866,114.928,4,2050.0894,15.5615,3,10,6,3,1,6.4032,4016.2558,0.24345931904736784,0.7925605418290096,0.5882659186423493,0.11045618,5.1113
B0005233,119.9598,9,2966.2661,19.1235,5,4,3,4,1,4.4092,3851.7152,1.5461447743589345,1.6802893432886565,0.20019509936995855,2.1243405,4.6626544
B0020028,59.2869,28,601.2567,7.0698,3,5,13,2,0,4.5028,2754.8188,-1.5440615597915543,-1.4580327122047625,-2.440347715681546,16.066967,6.5717235
B0001078,113.1714,10,3566.3343,23.6905,4,22,7,4,0,5.5909,3584.4962,1.5313269405640526,1.3943178913046343,0.0255857399022405,12.716998,4.997637
B0009219,47.9883,11,1320.8444,7.4349,1,5,12,4,1,3.9684,2692.1436,-0.6978120136564937,-2.753425072320543,0.11882755301724272,-3.34059,5.3436503
B0000521,84.3088,19,2956.5086,11.4003,2,21,9,1,1,3.5794,3229.3119,0.7204693207432072,-1.3594779922110667,0.36287704037929946,-4.075886,3.6123483
B0014485,63.2845,9,1585.2038,20.0942,1,2,7,3,1,3.583,2435.7676,1.237639329456471,-2.075492839759175,-0.25661015694759903,-2.2443385,2.4787908
B0006638,55.2349,20,120.0,7.6983,2,18,9,2,1,4.3875,3110.6975,-0.9766018354576792,-2.052852679691381,0.32881493332168765,-4.5721025,5.47282
B0021976,151.4257,6,2797.5735,20.3978,4,12,3,5,1,5.5439,4471.5503,1.3138088316111405,2.0942123133134896,1.1740897317524674,2.2737422,4.948681
B0009418,83.1288,15,2315.1542,17.546,2,13,6,5,1,4.7157,3259.4728,1.0817890161227737,-0.7337645848629275,0.8814165540036265,-1.106294,3.3059385
B0001350,36.0083,5,869.8379,3.5558,1,19,13,4,1,4.8525,2748.6812,-1.5000245531696839,-2.926084066813628,1.384631317582344,-3.627287,5.981137
B0020207,118.049,14,1338.2612,10.7349,3,26,10,2,1,5.3881,4434.2013,-0.86370630364156,0.10179970827774071,1.1943809741238267,-1.6100763,6.651558
B0004511,88.1347,5,1535.5004,5.4414,2,4,8,2,0,3.7273,3496.7696,-0.38830777937153926,-1.4081052888024241,-1.7314714509471965,14.975795,5.716348
B0004160,118.8852,14,3032.6894,23.3264,4,26,2,3,1,5.0568,3818.2618,2.091875946320604,1.3996872691593185,1.46463781482151,1.3043191,3.5935204
B0014086,142.1856,1,2369.934,22.7291,4,21,4,3,1,6.7132,4616.4712,1.0038408670066314,2.1746109023639515,1.5599855603200437,2.079248,5.490929
B0020680,113.1381,24,2527.0348,4.4848,4,15,8,2,1,6.2353,3788.5674,-0.7804963985436008,0.9352149168004494,0.027422259895720467,-1.141134,7.1957784
B0015670,144.1989,6,3559.86,20.9392,4,7,3,2,1,6.283,4001.2502,1.6509970104771965,2.249748794440937,0.08196799793172146,1.9612032,4.5096908
B0005858,38.1492,26,120.0,3.1291,1,19,13,2,1,4.4015,2575.8234,-1.7603042147774135,-3.165130790752401,0.17647003524144378,-5.1815195,5.969004
B0018668,61.0829,8,1748.4158,6.3551,1,22,12,5,1,4.7747,3397.7971,-0.8086040309758372,-2.2568350221427873,1.766489768695944,-3.146478,5.755763
B0001251,91.6335,6,2824.9322,13.3799,4,16,7,2,1,4.1117,3514.5428,0.7357608098138789,0.14076917283541215,0.6969515466766044,-0.016876845,4.67138
B0020533,75.5309,25,1485.9181,18.8533,1,6,7,3,1,4.392,2599.4514,0.894115581618858,-1.6399933899128483,-0.48737638587853876,-3.0385423,2.9196737
B0001415,92.0493,3,120.0,6.4835,3,24,9,2,1,3.9439,4384.6104,-1.2658004375269558,-1.0357675085188682,1.3800703566792805,-2.9330542,6.672448
B0012277,153.7205,28,2227.9663,22.1149,4,13,2,1,1,4.7446,3907.8159,1.5643012873989004,1.8169294844246544,-0.4745672916255905,0.65737087,4.2468967
B0019255,114.3663,11,329.938,3.56,4,19,9,4,1,4.9169,4889.3372,-1.829671476629144,0.23077336426325043,1.2337335784813221,-0.745853,7.655778
B0015405,35.1909,17,2054.8656,16.6376,2,22,6,3,1,6.4749,1887.1007,0.7807861769923768,-1.1887699691062543,1.014609157417309,-2.3198123,3.5229204
B0001944,142.2703,13,618.4233,6.0352,5,27,12,3,1,5.8833,5489.3914,-2.3187987620367756,1.4967442879609905,1.5653901076581611,-0.80660814,8.770532
B0019583,111.7171,27,2410.8301,23.8254,2,19,3,3,1,5.3895,3168.5383,1.8838056168973747,0.23175814257135047,0.47645874008343386,-0.65297973,3.3762884
B0019930,118.6357,23,272.4204,2.3088,3,11,11,3,1,6.6449,4700.5077,-2.4768918848938917,0.2088068906111212,-0.008696663346300551,-1.7520095,8.563111
B0000130,74.0218,31,1348.9054,3.6441,3,21,13,2,1,5.1458,2982.7525,-1.645252094829192,-1.051085509846785,0.19851639933720963,-4.728516,6.5165596
B0015132,93.1757,26,2132.4254,18.3069,1,7,4,2,1,5.4536,2933.5037,1.3299231444598008,-0.807778412729004,-0.6629522353018162,-2.5703416,3.412175
B0013423,134.9116,19,2890.0726,24.6733,4,21,3,2,1,5.8768,3757.1448,1.7817519730115916,1.9167048533636237,0.69296234057282,1.2301451,4.12361
B0021697,100.6492,20,727.9381,14.3411,3,5,6,2,0,5.2407,3720.8321,-0.17675661318505068,0.011552255649491684,-2.1237307034716255,13.929409,5.817555
B0013375,70.0162,8,923.0319,3.1265,3,6,13,1,0,6.1401,3410.5314,-2.084214099594099,-0.8280447713347703,-1.899393748976375,14.93427,7.32312
B0019790,138.7558,18,3085.5374,13.9237,4,11,8,2,1,4.6534,4185.1846,0.4621281706359789,1.2026087792760114,-0.06448960623656809,0.45860356,5.367891
B0007594,40.9953,1,1250.4793,6.5201,1,15,10,4,1,3.7732,2585.3935,-0.45053613899014505,-2.920050684113704,1.2128696873279032,-3.3949819,5.3409257
B0011846,72.6903,25,1211.1273,17.1162,2,22,7,3,1,5.055,3081.616,0.40199029393283087,-1.0754216710239521,0.7361577731193614,-2.959876,3.976117
B0021090,111.1752,30,2821.2031,21.6623,4,2,5,3,0,6.3325,3151.8902,1.191921664924419,1.5799857683834941,-2.4106653311844437,12.154768,5.139148
B0005569,89.5313,28,2945.0407,8.0067,3,27,10,3,1,5.1023,3625.1958,-0.16260437444040707,-0.3480889284096638,1.0144377548724042,-2.1066377,5.5420184
B0016662,38.5209,29,4058.3369,24.076,1,13,4,2,1,3.6886,1168.6263,3.2957321096148946,-2.0144151585979353,-0.3450685212528871,-2.8367226,1.6597544
B0007365,85.5614,1,1476.4364,12.504,2,12,8,2,1,4.8359,3595.3758,-0.0236067753554096,-1.02312703058683,0.5546356213487161,-2.3216116,4.7852154
B0017461,122.4834,19,1577.5398,16.4927,4,16,5,3,1,6.0528,4200.6351,0.18813417734928822,1.3442110212762632,0.5352820444502607,0.6052615,5.8998933
B0006121,37.3652,4,4017.7758,18.8716,2,17,7,4,1,4.3293,2115.6614,2.124005838533891,-1.5368326574210882,1.3007687300791353,-1.2054565,2.469384
B0015150,46.3733,26,2799.2021,11.4607,1,25,9,2,1,4.6602,2134.4686,0.7003651722720412,-2.2544068767492123,0.6587642044314873,-3.7383668,3.7050004
B0022099,36.5524,28,1588.7836,24.2266,1,2,5,2,0,5.2839,1082.9381,1.6814947882951956,-1.8303125876270754,-2.6469845355343518,14.838501,3.865661
B0004198,125.831,31,1362.0528,12.3006,4,5,7,2,0,5.259,3712.9877,-0.40284164951807716,1.0066302804349863,-2.4853083114972105,12.754747,6.710778
B0013564,67.4471,16,2494.1688,14.9405,1,10,4,3,0,6.2406,2902.5155,1.1431974785925523,-1.0169781457331326,-1.3751822614488067,14.438751,4.331894
B0019998,111.7001,25,1843.0849,12.982,3,1,4,2,0,6.1746,3297.6653,0.3029763932867625,0.7173619468279006,-2.57975833579367,13.298518,5.6584187
B0012672,36.4608,15,803.9206,10.2196,2,4,13,4,0,4.8491,2177.7852,-1.09302425723969,-2.1631790128243975,-1.5954829075844486,15.732624,5.9622273
B0014846,112.1505,12,3833.5459,21.3309,4,11,2,2,1,6.1853,3247.395,2.1193908477959895,1.7046354287827885,0.16623908786178443,1.551332,3.9111524
B0002760,121.1267,12,2343.4513,12.5649,4,14,10,3,1,5.6909,4343.5728,-0.4413474586074559,1.0028490838467015,0.6110250366521003,0.5433093,6.7629247
B0016658,131.8546,11,3204.6038,15.6091,5,2,6,3,0,6.4418,4191.0811,0.4895648295849613,2.385481328007371,-1.7524812872728788,12.353297,5.7894754
B0017662,74.2581,19,2706.3865,4.3763,3,4,8,1,0,3.6836,2744.7619,0.06086349786002166,-1.0419626631952408,-2.451085941282064,15.261506,4.9507294
B0005841,128.2544,31,2109.2436,17.0424,3,18,8,3,1,5.506,3862.3553,0.2465504609159804,0.7025453867543259,0.26516663995433665,-0.27821848,5.4172544
B0001823,89.8879,8,2547.0918,23.5767,3,5,3,3,1,5.6976,3156.3048,1.8279808971184743,0.49485837571476476,0.06717656206885934,0.33327374,2.9908586
B0003409,83.9753,21,2478.7878,17.7522,2,26,6,2,1,4.2536,3124.4914,1.3220900864132579,-0.9359175706487985,0.933576613748472,-2.8947048,3.1522582
B0018016,131.3478,2,1815.6013,23.6863,4,19,3,3,1,6.7962,4237.2994,0.9980394575994228,2.000869308100516,1.3714651538666487,1.9534086,5.468829
B0004917,35.0771,28,120.0,2.0832,1,14,15,2,1,5.9146,2157.2979,-2.4223859963642083,-2.8420079050583795,-0.25445312108499685,-4.9426274,6.5186677
B0021012,87.8079,1,1645.992,21.5952,3,27,4,3,1,4.5093,3497.817,1.3360180519124123,-0.1811823521948722,1.9519448511265698,-0.4499858,3.4030304
B0007700,137.0884,31,630.8276,2.6002,4,25,16,4,1,7.2069,5180.4558,-3.314273276096999,1.0768573787635125,1.0401411692960034,-1.4748214,9.268596
B0012043,50.3929,11,3433.6434,24.192,1,28,3,2,1,4.5857,2126.3304,2.925341072807199,-1.597681356866641,1.4247623620481602,-1.8356063,1.7432848
B0011939,55.7701,6,2859.0089,20.7242,2,24,10,1,1,4.3661,2641.9248,1.2619387270429954,-1.501487787603004,1.047966073510879,-2.910778,3.2957501
B0015005,105.9142,10,837.194,2.5804,4,14,15,3,1,5.2009,4540.43,-2.5579991708696093,-0.059238104141623026,0.6451819883876173,-1.279883,7.9255476
B0005163,139.8833,31,1376.9025,10.3395,4,18,11,1,1,6.6195,4172.9847,-1.4377465164567855,1.3804485476047832,-0.20350075447812965,-2.0038965,8.468782
B0015214,61.9819,12,3273.9811,21.67,2,19,4,3,1,5.0735,2739.6619,2.2220011748891197,-0.7751523753136726,0.9624406283408902,-1.2822646,2.1477392
B0012083,79.2582,24,120.0,2.5047,2,4,13,5,0,6.7631,4124.0235,-2.6181806145835838,-1.0058656172601623,-1.6323586431402524,15.314202,6.7747073
B0000409,133.2049,29,3418.9448,19.3697,3,22,6,3,1,4.7685,3978.1534,1.4734600144733294,0.8533462787174332,0.6362830012119237,0.106696635,3.9455922
B0011684,56.527,19,2572.6434,15.626,1,21,7,3,1,3.5658,2500.5952,1.3797999789885809,-2.229941545572158,0.8327789987105709,-3.0118947,2.9266527
B0020460,102.8759,16,2630.7099,18.933,4,4,6,4,1,6.8529,3726.9578,0.6435444316770087,1.4306702726089833,-0.022699163668749994,1.6563156,5.0788007
B0013474,79.9035,32,545.8631,3.1885,3,24,12,3,1,5.6923,3766.1857,-2.059999484597034,-0.8261703630899823,0.6404395109530692,-4.24867,7.3055763
B0011269,38.1763,30,3294.2529,12.4171,1,3,9,3,0,6.7203,1314.0899,0.615436256580089,-1.551113273366212,-2.3958620946134612,14.85162,4.5949645
B0017028,132.8282,15,3344.14,22.4379,4,24,4,3,1,6.3017,4023.448,1.5710481520156632,1.9869856267550776,1.2999017656006278,1.6608585,4.3536386
B0009601,85.7199,14,186.0824,3.8511,3,2,9,1,0,6.6221,3707.6157,-1.9415717305986129,-0.27835756269100137,-2.393349218867613,14.809036,7.355515
